,cliente_id,saldo,tipo
0,10012168,1365909.6,cuenta_ahorro
1,10019099,1396890.6,cuenta_ahorro
2,10024208,1183068.6,cuenta_ahorro
3,10037437,1010921.4,cuenta_ahorro
4,10038296,1410086.2,cuenta_ahorro
5,10042816,1296676.6,cuenta_ahorro
6,10043159,2093137.0,cuenta_ahorro
7,10045584,1080645.6,cuenta_ahorro
8,10051760,1075565.0,cuenta_ahorro
9,10057976,2244842.8,cuenta_ahorro
10,10065810,930796.4,cuenta_ahorro
11,10076500,1318888.4,cuenta_ahorro
12,10078457,1376202.8,cuenta_ahorro
13,10080657,481619.19999999995,cuenta_ahorro
14,10088197,1450801.2,cuenta_ahorro
15,10089746,1595824.8,cuenta_ahorro
16,10089995,1858995.4,cuenta_ahorro
17,10096766,984518.6,cuenta_ahorro
18,10102985,1868021.2,cuenta_ahorro
19,10103179,2134983.2,cuenta_ahorro
20,10103567,1377403.8,cuenta_ahorro
21,10107881,1459344.8,cuenta_ahorro
22,10116729,888207.0,cuenta_ahorro
23,10125998,1743540.2,cuenta_ahorro
24,10134377,1212706.2,cuenta_ahorro
25,10142691,1320778.2,cuenta_ahorro
26,10144099,1705122.2,cuenta_ahorro
27,10144503,445957.0,cuenta_ahorro
28,10146992,1189921.6,cuenta_ahorro
29,10147812,960864.2,cuenta_ahorro
30,10150513,626894.2,cuenta_ahorro
31,10161448,635694.0,cuenta_ahorro
32,10162488,1562473.0,cuenta_ahorro
33,10162805,1174996.2,cuenta_ahorro
34,10174171,953348.6,cuenta_ahorro
35,10185696,507640.0,cuenta_ahorro
36,10186212,1227940.4,cuenta_ahorro
37,10188561,1338798.8,cuenta_ahorro
38,10209078,1032302.2,cuenta_ahorro
39,10213320,1208362.8,cuenta_ahorro
40,10245586,2035613.2,cuenta_ahorro
41,10267114,1400254.4,cuenta_ahorro
42,10275061,1079911.6,cuenta_ahorro
43,10275650,2173037.4,cuenta_ahorro
44,10281273,742692.7999999999,cuenta_ahorro
45,10288886,803549.8,cuenta_ahorro
46,10291202,506064.39999999997,cuenta_ahorro
47,10315110,1428132.0,cuenta_ahorro
48,10323721,843326.7999999999,cuenta_ahorro
49,10329431,1142215.4,cuenta_ahorro
50,10331211,938403.6,cuenta_ahorro
51,10337759,770960.8,cuenta_ahorro
52,10346930,1312411.0,cuenta_ahorro
53,10361519,887170.0,cuenta_ahorro
54,10383036,948444.4,cuenta_ahorro
55,10397447,588215.2,cuenta_ahorro
56,10419637,1692305.0,cuenta_ahorro
57,10430681,1051261.8,cuenta_ahorro
58,10432115,1020665.2,cuenta_ahorro
59,10445657,1561426.8,cuenta_ahorro
60,10453137,1436655.8,cuenta_ahorro
61,10453864,1004120.2,cuenta_ahorro
62,10456716,1290286.2,cuenta_ahorro
63,10480433,650349.4,cuenta_ahorro
64,10498346,841728.0,cuenta_ahorro
65,10503329,728531.4,cuenta_ahorro
66,10504352,1060467.0,cuenta_ahorro
67,10505537,1001012.2,cuenta_ahorro
68,10543375,722133.3999999999,cuenta_ahorro
69,10563895,1323876.2,cuenta_ahorro
70,10564019,534461.7999999999,cuenta_ahorro
71,10566335,644387.0,cuenta_ahorro
72,10569420,787868.0,cuenta_ahorro
73,10589281,2179792.8,cuenta_ahorro
74,10604180,1679387.2,cuenta_ahorro
75,10612007,2285780.0,cuenta_ahorro
76,10612555,1081253.6,cuenta_ahorro
77,10613159,959840.2,cuenta_ahorro
78,10625247,1500534.2,cuenta_ahorro
79,10639274,1568951.0,cuenta_ahorro
80,10643442,1188385.8,cuenta_ahorro
81,10644184,453935.6,cuenta_ahorro
82,10651204,544022.2,cuenta_ahorro
83,10663502,2368893.4,cuenta_ahorro
84,10666450,1320425.8,cuenta_ahorro
85,10685310,1507116.8,cuenta_ahorro
86,10686116,2272189.8,cuenta_ahorro
87,10694703,843041.6,cuenta_ahorro
88,10696691,709224.0,cuenta_ahorro
89,10703906,438660.19999999995,cuenta_ahorro
